,ID,Genero,Casado,Age,Graduado,Profesion,Work_Experience,Spending_Score,Family_Size,Categoria_economica
4894,462098,Femenino,Si,38,No,Entretenimiento,3.0,Promedio,3.0,B
4899,460966,Femenino,Si,58,Si,Ingeniero,1.0,Promedio,4.0,B
4900,461084,Femenino,Si,38,Si,Artista,8.0,Promedio,2.0,B
4901,461165,Masculino,Si,28,No,Artista,1.0,Promedio,2.0,A
4902,461454,Femenino,Si,35,Si,Artista,7.0,Alto,4.0,B
4905,459235,Masculino,Si,55,No,Entretenimiento,1.0,Bajo,,A
4906,461377,Femenino,Si,57,Si,Artista,,Bajo,1.0,B
4908,462362,Masculino,Si,63,Si,Entretenimiento,0.0,Promedio,4.0,B
4909,462217,Femenino,No,42,Si,Ejecutivo,,Bajo,1.0,B
4910,464325,Masculino,Si,27,Si,Personal de salud,4.0,Alto,3.0,B
4911,460063,Femenino,No,43,Si,Artista,1.0,Bajo,1.0,A
4912,460727,Masculino,Si,69,No,Ejecutivo,0.0,Alto,4.0,B
4913,467612,Masculino,Si,67,Si,Ejecutivo,1.0,Bajo,,B
4914,463317,Masculino,Si,72,Si,Marketing,0.0,Bajo,1.0,A
4915,466036,Femenino,Si,89,Si,Abogado,1.0,Bajo,,A
4917,464457,Femenino,No,53,Si,Artista,9.0,Bajo,1.0,B
4918,463702,Masculino,Si,49,Si,Artista,1.0,Promedio,4.0,B
4919,463890,Femenino,No,28,No,Artista,1.0,Bajo,5.0,A
4921,466871,Masculino,Si,43,Si,Ejecutivo,,Alto,4.0,B
4922,466878,Masculino,Si,38,No,Artista,8.0,Alto,5.0,A
4923,462660,Femenino,Si,27,No,Homemaker,9.0,Promedio,2.0,A
4925,463182,Masculino,Si,59,Si,Entretenimiento,1.0,Bajo,3.0,B
4928,464588,Femenino,Si,35,Si,Artista,0.0,Bajo,2.0,B
4931,467566,Masculino,Si,49,No,Ejecutivo,,Alto,3.0,B
4932,464284,Femenino,Si,42,Si,Artista,,Bajo,,B
4935,461985,Masculino,No,31,Si,Entretenimiento,,Bajo,,A
4937,466853,Masculino,No,32,Si,Personal de salud,1.0,Bajo,3.0,B
4939,460135,Femenino,No,31,Si,Personal de salud,4.0,Bajo,3.0,B
4941,464856,Femenino,No,42,Si,Ingeniero,8.0,Bajo,3.0,A
4942,462940,Masculino,No,75,No,Abogado,,Bajo,2.0,A
4947,462465,Masculino,Si,51,Si,Ingeniero,1.0,Bajo,2.0,B
4949,466741,Femenino,,53,No,Artista,9.0,Bajo,2.0,B
4950,465385,Femenino,No,46,Si,Artista,5.0,Bajo,1.0,B
4951,464270,Femenino,No,45,Si,Artista,3.0,Bajo,1.0,A
4952,467807,Masculino,Si,50,Si,Ejecutivo,1.0,Promedio,3.0,B
4953,466118,Femenino,Si,36,No,Ingeniero,1.0,Bajo,3.0,A
4954,460068,Femenino,No,40,Si,Artista,8.0,Bajo,1.0,B
4956,460937,Masculino,Si,43,No,Artista,1.0,Alto,9.0,B
4958,461539,Masculino,Si,42,No,Entretenimiento,6.0,Promedio,2.0,A
4961,461949,Femenino,No,38,No,Artista,14.0,Bajo,1.0,A
4962,466171,Femenino,Si,79,Si,Abogado,0.0,Bajo,1.0,A
4965,460584,Femenino,No,33,Si,Homemaker,1.0,Bajo,1.0,A
4971,464890,Femenino,No,33,No,Ingeniero,0.0,Bajo,7.0,A
4972,461172,Femenino,Si,71,Si,Abogado,1.0,Bajo,1.0,A
4973,460855,Masculino,Si,45,Si,Artista,,Bajo,2.0,A
4974,461268,Femenino,Si,60,Si,Artista,0.0,Promedio,2.0,B
4975,465731,Femenino,Si,31,Si,Artista,0.0,Promedio,2.0,A
4977,458989,Femenino,Si,42,Si,Ingeniero,1.0,Bajo,1.0,B
4978,463527,Femenino,No,35,No,Artista,13.0,Bajo,1.0,A
4984,467769,Femenino,No,35,Si,Doctor,1.0,Bajo,1.0,B
4986,460840,Masculino,Si,86,Si,Abogado,0.0,Bajo,1.0,A
4989,462939,Masculino,Si,38,Si,Doctor,0.0,Alto,4.0,A
4990,465698,Masculino,No,39,Si,Artista,8.0,Bajo,2.0,A
4993,459512,Masculino,Si,65,Si,Abogado,0.0,Alto,2.0,B
4995,462871,Masculino,Si,48,No,Entretenimiento,1.0,Promedio,3.0,B
4998,466802,Femenino,,43,Si,Ingeniero,1.0,Bajo,1.0,A
5000,462539,Femenino,Si,77,No,Abogado,1.0,Bajo,1.0,A
5001,460133,Femenino,No,37,No,Artista,4.0,Bajo,1.0,A
5002,461780,Femenino,No,65,Si,Abogado,0.0,Bajo,5.0,A
5015,464198,Masculino,Si,49,Si,Entretenimiento,1.0,Bajo,2.0,A
5017,464152,Masculino,Si,37,Si,Artista,0.0,Alto,4.0,B
5021,465019,Masculino,Si,53,Si,Artista,0.0,Bajo,3.0,A
5023,460060,Masculino,Si,28,No,Ingeniero,6.0,Promedio,2.0,A
5024,465739,Femenino,No,87,No,Abogado,1.0,Bajo,2.0,A
5025,461695,Femenino,Si,45,Si,Artista,3.0,Promedio,2.0,A
5027,465544,Femenino,No,51,Si,Artista,0.0,Bajo,1.0,A
5029,464431,Masculino,,67,Si,Ejecutivo,0.0,Alto,3.0,B
5033,459834,Masculino,Si,45,No,Doctor,1.0,Promedio,3.0,B
5035,460048,Masculino,No,47,Si,Doctor,1.0,Bajo,1.0,B
5036,464546,Femenino,Si,38,Si,Ingeniero,8.0,Bajo,3.0,A
5037,459687,Masculino,Si,50,No,Ejecutivo,,Alto,4.0,B
5038,467737,Femenino,Si,51,Si,Entretenimiento,7.0,Promedio,2.0,A
5039,463936,Masculino,Si,32,No,Entretenimiento,1.0,Promedio,2.0,B
5040,460422,Masculino,Si,53,Si,Entretenimiento,1.0,Alto,,B
5046,463745,Masculino,Si,62,Si,Artista,1.0,Promedio,3.0,A
5050,467882,Femenino,No,40,Si,Artista,0.0,Bajo,1.0,B
5051,463914,Femenino,Si,27,No,Artista,,Bajo,2.0,A
5052,465498,Masculino,Si,41,Si,Ingeniero,9.0,Promedio,2.0,A
5054,461171,Masculino,Si,41,Si,Artista,,Promedio,3.0,A
5055,467403,Femenino,Si,38,Si,Artista,7.0,Promedio,3.0,B
5057,465449,Femenino,No,43,Si,Artista,9.0,Bajo,2.0,B
5059,467310,Femenino,Si,88,Si,Abogado,0.0,Alto,3.0,B
5060,463131,Masculino,Si,66,No,Entretenimiento,1.0,Alto,2.0,A
5061,467301,Femenino,Si,73,No,Abogado,1.0,Bajo,2.0,B
5065,460253,Masculino,Si,52,Si,Artista,4.0,Promedio,2.0,B
5066,463216,Masculino,No,30,Si,Artista,8.0,Bajo,1.0,A
5068,462055,Masculino,No,33,Si,Personal de salud,0.0,Bajo,7.0,A
5070,460720,Femenino,Si,48,Si,Artista,1.0,Promedio,2.0,B
5071,467582,Masculino,Si,39,Si,Ejecutivo,0.0,Alto,3.0,B
5072,466046,Femenino,Si,36,No,Entretenimiento,1.0,Promedio,2.0,A
5074,462664,Masculino,Si,69,No,Artista,2.0,Bajo,2.0,A
5075,461731,Masculino,Si,79,No,Entretenimiento,0.0,Bajo,1.0,B
5076,459061,Femenino,Si,39,Si,Personal de salud,9.0,Alto,3.0,A
5078,462311,Masculino,Si,56,Si,Ejecutivo,,Alto,9.0,B
5079,461396,Masculino,No,23,No,Doctor,0.0,Bajo,5.0,B
5081,463445,Masculino,Si,48,Si,Artista,0.0,Promedio,3.0,A
5082,463824,Femenino,Si,37,No,Artista,1.0,Bajo,3.0,B
5084,459070,Femenino,Si,66,No,Abogado,,Bajo,1.0,A
5088,462612,Femenino,Si,32,No,Doctor,,Alto,6.0,B
5089,467610,Femenino,Si,84,Si,Abogado,2.0,Bajo,1.0,B
5090,465159,Masculino,Si,57,No,Entretenimiento,0.0,Bajo,1.0,A
5091,465956,Masculino,Si,39,Si,Entretenimiento,4.0,Promedio,4.0,A
5092,462422,Masculino,Si,71,Si,Abogado,1.0,Bajo,2.0,A
5094,464573,Femenino,Si,39,Si,Artista,7.0,Promedio,3.0,B
5095,463306,Femenino,Si,60,Si,Ingeniero,1.0,Alto,4.0,B
5097,463456,Masculino,Si,46,No,Entretenimiento,1.0,Alto,3.0,B
5099,459779,Femenino,Si,62,Si,Entretenimiento,1.0,Bajo,1.0,A
5100,466663,Masculino,No,57,Si,Doctor,0.0,Bajo,1.0,A
5102,465883,Masculino,Si,33,No,Artista,,Bajo,4.0,A
5103,465262,Masculino,Si,60,Si,Entretenimiento,7.0,Promedio,4.0,B
5105,464128,Masculino,Si,52,No,Entretenimiento,0.0,Promedio,4.0,B
5106,460482,Femenino,Si,30,No,Homemaker,9.0,Bajo,3.0,B
5107,466055,Masculino,Si,52,Si,Entretenimiento,1.0,Promedio,3.0,B
5108,465511,Masculino,Si,31,Si,Artista,0.0,Promedio,2.0,A
5109,460106,Femenino,Si,67,Si,Entretenimiento,1.0,Bajo,,A
5110,467527,Masculino,Si,62,Si,Artista,2.0,Promedio,4.0,B
5112,464172,Masculino,Si,60,Si,Artista,3.0,Alto,3.0,B
5114,459851,Masculino,No,53,Si,Artista,3.0,Bajo,1.0,B
5115,466179,Masculino,Si,71,No,Abogado,0.0,Bajo,1.0,B
5117,463945,Femenino,No,37,No,Homemaker,,Bajo,2.0,B
5118,463274,Masculino,Si,58,Si,Artista,7.0,Bajo,1.0,B
5123,467712,Masculino,Si,50,Si,,1.0,Promedio,4.0,A
5124,465299,Masculino,Si,56,Si,Ejecutivo,,Alto,2.0,B
5125,461616,Masculino,No,28,Si,Artista,,Bajo,1.0,B
5126,461547,Masculino,No,70,No,Entretenimiento,0.0,Bajo,1.0,B
5127,460811,Femenino,Si,52,No,Ingeniero,1.0,Alto,2.0,A
5128,463891,Masculino,Si,75,Si,Abogado,1.0,Bajo,1.0,A
5131,459380,Masculino,Si,62,Si,Artista,1.0,Bajo,1.0,A
5132,466783,Femenino,No,43,Si,Personal de salud,0.0,Bajo,6.0,A
5136,464785,Masculino,Si,35,No,Doctor,5.0,Bajo,4.0,A
5138,460629,Femenino,Si,36,Si,Entretenimiento,,Promedio,3.0,B
5140,467408,Masculino,Si,47,Si,Artista,0.0,Promedio,4.0,A
5143,463818,Femenino,Si,40,Si,Artista,2.0,Bajo,1.0,B
5145,466743,Masculino,No,26,No,Entretenimiento,1.0,Bajo,2.0,A
5147,463709,Masculino,Si,35,Si,Artista,1.0,Alto,2.0,A
5150,464436,Masculino,Si,88,Si,Abogado,0.0,Alto,2.0,A
5153,461102,Masculino,Si,43,No,Entretenimiento,0.0,Promedio,3.0,A
5156,459639,Femenino,Si,56,Si,Artista,,Bajo,1.0,B
5157,465687,Masculino,Si,88,Si,Abogado,1.0,Bajo,1.0,A
5159,466324,Femenino,No,28,No,Ingeniero,0.0,Bajo,1.0,A
5163,460424,Femenino,No,35,No,Entretenimiento,0.0,Bajo,1.0,A
5164,461170,Femenino,No,40,No,Ingeniero,0.0,Bajo,3.0,A
5169,466391,Femenino,Si,58,Si,Ingeniero,0.0,Promedio,,A
5170,464701,Masculino,No,31,No,Doctor,0.0,Bajo,2.0,A
5175,460052,Femenino,No,81,Si,Abogado,1.0,Bajo,1.0,B
5177,462191,Femenino,No,22,No,Doctor,3.0,Bajo,2.0,B
5178,467045,Masculino,Si,51,Si,Entretenimiento,0.0,Bajo,2.0,A
5184,460074,Femenino,No,48,Si,Abogado,4.0,Bajo,1.0,A
5185,465016,Masculino,Si,78,No,Ejecutivo,0.0,Alto,2.0,B
5187,466230,Masculino,Si,46,Si,Artista,0.0,Promedio,2.0,B
5188,467096,Masculino,Si,53,Si,Entretenimiento,4.0,Bajo,2.0,A
5189,466012,Masculino,Si,56,,Artista,2.0,Promedio,3.0,B
5194,464461,Masculino,Si,41,Si,,1.0,Promedio,4.0,A
5195,464733,Femenino,Si,31,No,Ingeniero,1.0,Alto,4.0,A
5196,465433,Femenino,No,40,Si,Artista,,Bajo,1.0,B
5197,459799,Masculino,Si,47,Si,Artista,1.0,Bajo,2.0,B
5198,466808,Femenino,No,43,No,Ingeniero,0.0,Bajo,1.0,A
5199,459321,Masculino,Si,81,Si,Entretenimiento,1.0,Bajo,1.0,B
5203,460270,Masculino,No,42,Si,Doctor,9.0,Bajo,1.0,B
5204,465529,Femenino,No,33,No,Doctor,0.0,Bajo,4.0,A
5209,464556,Femenino,No,39,Si,Artista,1.0,Bajo,3.0,A
5211,467285,Masculino,Si,53,No,Ejecutivo,,Alto,4.0,B
5212,467128,Femenino,No,32,No,Homemaker,1.0,Bajo,1.0,A
5214,466402,Masculino,Si,40,Si,Artista,0.0,Promedio,4.0,B
5215,466834,Masculino,Si,60,Si,Entretenimiento,1.0,Bajo,3.0,A
5216,467710,Femenino,No,37,Si,Artista,9.0,Bajo,4.0,A
5218,463227,Femenino,Si,35,Si,Ingeniero,1.0,Promedio,2.0,A
5219,464779,Femenino,No,27,No,Ingeniero,1.0,Bajo,1.0,A
5220,462883,Femenino,Si,28,Si,Artista,8.0,Bajo,4.0,A
5222,459464,Masculino,No,29,Si,Artista,,Bajo,2.0,B
5224,459920,Femenino,Si,51,Si,Artista,6.0,Alto,2.0,B
5232,466229,Masculino,Si,56,Si,Ejecutivo,0.0,Alto,1.0,B
5233,466856,Femenino,Si,65,No,Ingeniero,1.0,Promedio,3.0,A
5234,461623,Femenino,Si,41,Si,Artista,11.0,Promedio,2.0,B
5241,463339,Femenino,Si,27,Si,Ingeniero,4.0,Bajo,2.0,B
5242,460981,Femenino,Si,42,No,Marketing,0.0,Promedio,2.0,A
5243,458993,Masculino,Si,29,No,Doctor,0.0,Bajo,2.0,A
5244,459966,Femenino,No,31,Si,Doctor,1.0,Bajo,3.0,B
5245,459538,Femenino,No,45,Si,Homemaker,11.0,Bajo,1.0,B
5246,459424,Masculino,Si,50,Si,Doctor,,Bajo,3.0,B
5247,465975,Masculino,No,42,Si,Artista,8.0,Bajo,1.0,A
5248,464600,Femenino,No,55,Si,Artista,0.0,Bajo,1.0,B
5249,465760,Femenino,No,43,Si,Ingeniero,8.0,Bajo,2.0,A
5252,464387,Femenino,No,27,Si,Artista,9.0,Bajo,5.0,B
5253,462481,Masculino,No,33,Si,Entretenimiento,1.0,Bajo,1.0,A
5256,463762,Masculino,Si,31,No,Ejecutivo,1.0,Alto,3.0,A
5258,466123,Masculino,Si,70,Si,Entretenimiento,0.0,Bajo,1.0,A
5260,460506,Femenino,Si,52,Si,Ingeniero,0.0,Bajo,3.0,B
5266,466363,Femenino,Si,38,,Ingeniero,5.0,Bajo,2.0,B
5267,461118,Femenino,No,30,Si,Personal de salud,6.0,Bajo,,A
5268,465568,Masculino,Si,39,Si,Ejecutivo,3.0,Alto,3.0,B
5269,459130,Femenino,Si,74,No,Abogado,0.0,Alto,2.0,A
5270,459629,Femenino,Si,47,Si,Entretenimiento,3.0,Promedio,2.0,B
5271,463892,Masculino,No,38,Si,Artista,9.0,Bajo,1.0,A
5273,463499,Masculino,Si,48,Si,Ejecutivo,0.0,Bajo,2.0,A
5274,467946,Femenino,Si,40,Si,Artista,0.0,Bajo,2.0,B
5275,461540,Masculino,No,38,Si,,3.0,Bajo,2.0,B
5279,463393,Femenino,Si,38,Si,Artista,6.0,Bajo,2.0,B
5282,467510,Masculino,Si,51,Si,Entretenimiento,3.0,Bajo,3.0,B
5284,466049,Femenino,No,25,Si,Doctor,0.0,Bajo,1.0,A
5285,465211,Masculino,No,43,No,Artista,6.0,Bajo,2.0,B
5286,460367,Masculino,Si,73,Si,Artista,1.0,Bajo,2.0,B
5289,463698,Femenino,Si,53,No,Ingeniero,0.0,Promedio,2.0,B
5292,467511,Masculino,Si,57,Si,Entretenimiento,,Bajo,1.0,A
5293,464593,Femenino,No,35,Si,Doctor,1.0,Bajo,4.0,B
5294,459643,Masculino,Si,40,Si,Ejecutivo,0.0,Alto,4.0,B
5295,459695,Masculino,Si,35,Si,Artista,,Alto,2.0,A
5297,461046,Masculino,Si,50,Si,Artista,0.0,Bajo,1.0,B
5298,463409,Femenino,Si,43,No,Entretenimiento,7.0,Promedio,5.0,B
5299,463299,Femenino,Si,49,Si,Artista,0.0,Bajo,4.0,B
5301,463448,Masculino,Si,40,Si,Artista,8.0,Promedio,2.0,B
5302,466248,Masculino,No,41,Si,Doctor,1.0,Bajo,1.0,B
5305,465648,Femenino,No,32,No,Entretenimiento,0.0,Bajo,2.0,A
5306,467774,Femenino,No,39,Si,Homemaker,1.0,Bajo,6.0,A
5309,460850,Femenino,Si,61,No,Ingeniero,0.0,Bajo,1.0,B
5311,460809,Masculino,Si,72,Si,Artista,2.0,Bajo,1.0,B
5315,466167,Masculino,Si,56,No,,1.0,Bajo,2.0,B
5317,464479,Masculino,Si,55,Si,Entretenimiento,1.0,Bajo,1.0,B
5319,460073,Femenino,Si,42,Si,Ingeniero,2.0,Bajo,1.0,B
5321,464052,Masculino,No,36,Si,Artista,0.0,Bajo,1.0,A
5322,459069,Masculino,Si,25,Si,Doctor,0.0,Promedio,2.0,A
5324,461497,Masculino,No,29,No,Doctor,5.0,Bajo,5.0,B
5326,459588,Masculino,Si,52,Si,Artista,1.0,Bajo,1.0,A
5327,464477,Masculino,Si,36,No,Entretenimiento,,Bajo,2.0,A
5328,459476,Masculino,Si,41,Si,Artista,0.0,Alto,4.0,A
5332,460121,Masculino,Si,55,Si,Ingeniero,1.0,Promedio,3.0,A
5335,461024,Masculino,Si,82,Si,Abogado,1.0,Bajo,1.0,A
5339,466063,Femenino,Si,48,Si,Entretenimiento,0.0,Bajo,1.0,B
5342,463724,Masculino,No,29,No,Personal de salud,0.0,Bajo,5.0,B
5349,464450,Femenino,Si,56,Si,Artista,0.0,Alto,2.0,B
5350,462929,Masculino,No,40,No,Homemaker,,Bajo,1.0,A
5351,467900,Femenino,No,37,No,Ingeniero,3.0,Bajo,1.0,A
5355,466985,Femenino,Si,45,No,Ingeniero,0.0,Promedio,7.0,A
5358,460288,Masculino,Si,61,Si,Personal de salud,1.0,Promedio,7.0,B
5359,461991,Masculino,No,23,No,Doctor,0.0,Bajo,4.0,B
5363,462573,Masculino,Si,59,Si,Artista,0.0,Promedio,6.0,B
5366,459931,Masculino,Si,50,Si,Artista,0.0,Bajo,1.0,A
5369,462303,Femenino,Si,32,No,Artista,0.0,Promedio,4.0,A
5370,464114,Femenino,No,36,No,Doctor,0.0,Bajo,2.0,A
5371,463638,Femenino,Si,29,No,Doctor,0.0,Promedio,2.0,B
5374,466223,Masculino,Si,66,Si,Artista,1.0,Bajo,1.0,B
5377,464560,Masculino,No,39,Si,Entretenimiento,9.0,Bajo,2.0,A
5381,463967,Femenino,No,33,Si,Ingeniero,0.0,Bajo,2.0,A
5382,462421,Masculino,No,53,Si,Artista,0.0,Bajo,2.0,A
5385,460401,Femenino,No,27,Si,Artista,0.0,Bajo,3.0,A
5387,464086,Masculino,Si,42,Si,Artista,1.0,Promedio,4.0,B
5388,464705,Masculino,No,32,No,Artista,3.0,Bajo,7.0,A
5389,463791,Femenino,No,28,Si,Ingeniero,7.0,Bajo,1.0,B
5390,461514,Masculino,No,31,No,Personal de salud,1.0,Bajo,4.0,B
5391,464078,Masculino,Si,88,No,Abogado,0.0,Bajo,,B
5392,459251,Masculino,No,35,Si,Artista,0.0,Bajo,1.0,B
5393,460470,Masculino,No,36,No,Personal de salud,,Bajo,4.0,B
5394,462923,Masculino,Si,33,No,Homemaker,9.0,Promedio,2.0,A
5395,461017,Femenino,No,40,Si,Homemaker,13.0,Bajo,1.0,A
5399,466073,Femenino,Si,62,No,Ingeniero,8.0,Alto,2.0,A
5402,462909,Femenino,No,36,No,Ingeniero,,Bajo,1.0,A
5404,461939,Femenino,Si,36,Si,Entretenimiento,1.0,Promedio,4.0,A
5410,466981,Femenino,Si,53,No,Ingeniero,0.0,Bajo,3.0,A
5411,467397,Masculino,No,29,No,Doctor,8.0,Bajo,4.0,B
5413,467957,Masculino,Si,47,Si,Artista,1.0,Bajo,1.0,B
5415,460264,Femenino,Si,35,Si,Entretenimiento,0.0,Bajo,4.0,A
5419,459124,Femenino,Si,75,Si,Artista,1.0,Alto,3.0,B
5420,467011,Femenino,Si,77,Si,Abogado,,Alto,2.0,B
5423,461065,Masculino,Si,61,Si,Ejecutivo,,Bajo,6.0,B
5424,461010,Masculino,Si,39,Si,Entretenimiento,1.0,Promedio,3.0,A
5427,465229,Masculino,Si,43,Si,Ejecutivo,0.0,Alto,3.0,B
5428,462074,Femenino,No,57,Si,Artista,1.0,Bajo,1.0,B
5432,463756,Masculino,Si,68,No,Ejecutivo,1.0,Promedio,2.0,B
5435,464727,Masculino,Si,38,Si,Ingeniero,1.0,Promedio,4.0,B
5436,466413,Masculino,Si,62,Si,Artista,1.0,Promedio,5.0,A
5438,462625,Masculino,No,32,Si,Artista,0.0,Bajo,3.0,A
5441,464719,Femenino,No,28,No,Doctor,3.0,Bajo,4.0,A
5442,465561,Masculino,Si,25,No,Artista,1.0,Promedio,4.0,B
5444,463976,Femenino,No,29,No,Personal de salud,5.0,Bajo,4.0,A
5446,464044,Femenino,No,40,Si,Entretenimiento,1.0,Bajo,3.0,B
5449,462507,Masculino,No,39,No,Entretenimiento,0.0,Bajo,3.0,A
5450,460589,Masculino,Si,49,No,Entretenimiento,1.0,Promedio,6.0,B
5452,460754,Femenino,No,33,Si,Homemaker,8.0,Bajo,1.0,A
5453,464170,Masculino,Si,38,No,Artista,8.0,Bajo,1.0,B
5454,463660,Masculino,Si,85,Si,Abogado,1.0,Bajo,1.0,A
5455,466200,Masculino,Si,51,Si,Doctor,8.0,Promedio,3.0,B
5459,465150,Masculino,No,41,Si,Entretenimiento,0.0,Bajo,1.0,A
5460,462882,Masculino,Si,41,Si,Homemaker,2.0,Promedio,3.0,B
5462,459979,Femenino,No,41,No,Marketing,0.0,Bajo,2.0,B
5463,463157,Masculino,Si,46,Si,Entretenimiento,5.0,Bajo,3.0,A
5466,464392,Masculino,Si,58,,Artista,1.0,Promedio,2.0,B
5474,465566,Masculino,No,50,Si,Artista,1.0,Bajo,3.0,B
5477,465323,Femenino,Si,43,Si,Artista,0.0,Bajo,1.0,A
5478,462152,Femenino,No,30,Si,,8.0,Bajo,2.0,B
5481,461075,Masculino,Si,33,Si,Entretenimiento,,Promedio,2.0,B
5484,464935,Femenino,No,40,,Marketing,6.0,Bajo,1.0,A
5485,462670,Masculino,Si,89,Si,Doctor,,Bajo,1.0,A
5488,464358,Masculino,Si,58,Si,Artista,0.0,Promedio,2.0,B
5492,463683,Femenino,Si,39,Si,Artista,14.0,Promedio,2.0,B
5494,460223,Masculino,No,47,No,Entretenimiento,1.0,Bajo,1.0,A
5495,465829,Femenino,Si,35,Si,Doctor,7.0,Promedio,3.0,A
5496,461523,Masculino,Si,78,Si,Abogado,0.0,Alto,5.0,B
5497,461099,Femenino,No,42,No,Artista,0.0,Bajo,4.0,A
5499,467958,Femenino,No,43,Si,Doctor,0.0,Bajo,1.0,A
5502,460228,Masculino,No,31,No,Personal de salud,2.0,Bajo,5.0,A
5503,464123,Femenino,No,51,Si,Artista,0.0,Bajo,1.0,B
5504,467441,Masculino,No,42,Si,Artista,,Bajo,1.0,A
5505,464110,Masculino,Si,58,Si,Doctor,1.0,Alto,2.0,B
5506,460943,Masculino,Si,50,Si,Entretenimiento,1.0,Promedio,4.0,B
5508,464973,Masculino,No,82,,Abogado,1.0,Bajo,2.0,A
5509,460576,Masculino,Si,49,No,Ejecutivo,9.0,Alto,5.0,B
5511,461085,Femenino,No,31,No,Ingeniero,1.0,Bajo,1.0,A
5514,462497,Masculino,No,35,Si,Artista,1.0,Bajo,2.0,B
5516,466032,Masculino,,28,No,Entretenimiento,,Bajo,2.0,B
5518,465399,Masculino,No,39,Si,Entretenimiento,1.0,Bajo,1.0,B
5522,460769,Femenino,Si,76,No,Abogado,1.0,Alto,2.0,B
5525,464070,Masculino,No,39,Si,Artista,5.0,Bajo,2.0,B
5532,467429,Femenino,Si,42,Si,Artista,1.0,Bajo,,B
5538,459431,Masculino,Si,68,No,Artista,0.0,Bajo,2.0,A
5539,459419,Masculino,Si,67,Si,Doctor,1.0,Promedio,2.0,B
5540,459806,Femenino,Si,50,No,Ingeniero,1.0,Promedio,4.0,B
5544,463245,Masculino,Si,37,Si,Entretenimiento,9.0,Promedio,2.0,A
5545,459281,Masculino,Si,41,Si,Artista,0.0,Bajo,2.0,B
5547,459815,Masculino,No,42,Si,Artista,9.0,Bajo,1.0,A
5548,461038,Femenino,Si,49,Si,Ingeniero,1.0,Alto,5.0,B
5550,465313,Masculino,No,31,No,Entretenimiento,0.0,Bajo,3.0,B
5553,464744,Masculino,Si,55,Si,Entretenimiento,0.0,Bajo,4.0,A
5554,462741,Femenino,No,26,Si,Artista,2.0,Bajo,2.0,A
5555,460454,Masculino,No,51,Si,Artista,,Bajo,1.0,B
5557,460207,Masculino,No,41,Si,Entretenimiento,11.0,Bajo,4.0,B
5559,459736,Femenino,Si,28,Si,Artista,0.0,Bajo,2.0,A
5562,466384,Femenino,Si,72,Si,Ingeniero,0.0,Alto,2.0,B
5565,461493,Femenino,Si,33,Si,Artista,8.0,Promedio,3.0,A
5566,466282,Masculino,Si,31,Si,Personal de salud,9.0,Bajo,,A
5569,461947,Femenino,No,33,Si,Personal de salud,0.0,Bajo,4.0,B
5571,459928,Femenino,No,35,Si,Artista,7.0,Bajo,1.0,B
5572,466639,Masculino,No,38,Si,Artista,1.0,Bajo,1.0,B
5574,466470,Masculino,Si,67,Si,Homemaker,1.0,Promedio,2.0,B
5575,465914,Femenino,No,46,Si,Artista,3.0,Bajo,2.0,B
5576,465675,Femenino,No,47,No,Entretenimiento,0.0,Bajo,1.0,A
5577,461815,Masculino,Si,55,Si,Artista,1.0,Bajo,1.0,B
5579,461974,Femenino,Si,47,Si,Artista,0.0,Bajo,1.0,A
5580,463267,Masculino,Si,31,No,Homemaker,9.0,Bajo,1.0,A
5583,459092,Masculino,Si,60,Si,Ejecutivo,0.0,Alto,4.0,B
5587,461554,Masculino,No,25,Si,Personal de salud,0.0,Bajo,3.0,B
5589,466426,Femenino,No,25,Si,Ingeniero,,Bajo,2.0,A
5590,466721,Masculino,Si,36,Si,Doctor,7.0,Promedio,2.0,A
5591,465822,Femenino,Si,52,Si,Ingeniero,1.0,Promedio,5.0,B
5592,461779,Femenino,Si,83,Si,Abogado,1.0,Alto,2.0,B
5593,465537,Femenino,Si,56,Si,Artista,0.0,Alto,5.0,A
5594,465044,Femenino,Si,47,Si,Ingeniero,0.0,Promedio,4.0,B
5596,466303,Masculino,Si,67,Si,Abogado,0.0,Alto,2.0,B
5597,464547,Masculino,No,41,Si,Artista,0.0,Bajo,2.0,B
5601,462575,Masculino,Si,50,No,Ejecutivo,1.0,Alto,4.0,B
5605,460082,Masculino,No,37,Si,Artista,8.0,Bajo,1.0,A
5606,461380,Masculino,Si,37,Si,Artista,1.0,Promedio,2.0,B
5607,465475,Femenino,Si,36,Si,Entretenimiento,0.0,Promedio,3.0,B
5608,459883,Masculino,No,63,Si,Artista,0.0,Bajo,1.0,B
5611,460327,Femenino,No,42,Si,Artista,12.0,Bajo,1.0,B
5613,465350,Femenino,No,35,Si,Artista,0.0,Bajo,3.0,A
5614,459473,Masculino,Si,78,No,Abogado,,Alto,2.0,A
5615,460893,Masculino,No,57,Si,Entretenimiento,4.0,Bajo,1.0,A
5616,461665,Masculino,Si,61,Si,Entretenimiento,4.0,Promedio,2.0,B
5618,467685,Masculino,Si,50,No,Marketing,1.0,Alto,6.0,A
5621,464220,Masculino,Si,65,Si,Ejecutivo,1.0,Alto,2.0,A
5622,463450,Masculino,No,26,Si,Personal de salud,1.0,Bajo,3.0,B
5623,467481,Masculino,Si,50,Si,Artista,0.0,Promedio,2.0,A
5625,461384,Masculino,Si,71,Si,Abogado,2.0,Alto,,A
